payment_id,booking_id,method,status,authorised_amount,captured_amount,refunded_amount,currency,gateway_reference,idempotency_key,failure_code,authorised_at,captured_at,created_at,updated_at
pay_c02a1504,bkg_b2b511a0,wallet,captured,4661.68,4661.68,0.00,INR,mock_b2b511a0,pidem_60fb29d4f8436c7f,,2026-07-22T23:15:40+05:30,2026-07-22T23:17:00+05:30,2026-07-22T23:15:00+05:30,2026-08-18T10:00:00+05:30
pay_b631875b,bkg_c68cb540,upi,captured,18171.28,18171.28,0.00,INR,mock_c68cb540,pidem_0c5a9d0004771904,,2026-08-16T16:00:40+05:30,2026-08-16T16:02:00+05:30,2026-08-16T16:00:00+05:30,2026-08-18T10:00:00+05:30
pay_8db2c9a1,bkg_e74beb9d,upi,captured,28818.22,28818.22,0.00,INR,mock_e74beb9d,pidem_d1c79d2e3503409b,,2026-04-23T11:15:40+05:30,2026-04-23T11:17:00+05:30,2026-04-23T11:15:00+05:30,2026-08-18T10:00:00+05:30
pay_a834ac68,bkg_cc4226d5,upi,captured,1862.06,1862.06,0.00,INR,mock_cc4226d5,pidem_724c5a53c412374e,,2026-05-31T07:15:40+05:30,2026-05-31T07:17:00+05:30,2026-05-31T07:15:00+05:30,2026-08-18T10:00:00+05:30
pay_f58e7137,bkg_1afb3757,wallet,captured,150706.55,150706.55,0.00,INR,mock_1afb3757,pidem_114b2cd7b6c7268f,,2026-05-07T07:15:40+05:30,2026-05-07T07:17:00+05:30,2026-05-07T07:15:00+05:30,2026-08-18T10:00:00+05:30
pay_5653f836,bkg_543a3150,netbanking,initiated,26358.49,0.00,0.00,INR,mock_543a3150,pidem_ed07d3f3cb4addc9,,,,2026-08-12T19:15:00+05:30,2026-08-18T10:00:00+05:30
pay_0c5a2bcd,bkg_9aad8c6e,upi,captured,66407.25,66407.25,0.00,INR,mock_9aad8c6e,pidem_b03c49a5abfd852a,,2026-07-07T06:45:40+05:30,2026-07-07T06:47:00+05:30,2026-07-07T06:45:00+05:30,2026-08-18T10:00:00+05:30
pay_bb78709e,bkg_a4ea58eb,upi,captured,6812634.47,6812634.47,0.00,IDR,mock_a4ea58eb,pidem_e39f49c91328f58d,,2026-07-06T08:30:40+05:30,2026-07-06T08:32:00+05:30,2026-07-06T08:30:00+05:30,2026-08-18T10:00:00+05:30
pay_068027cd,bkg_985df086,card,refunded,32968.14,32968.14,32968.14,INR,mock_985df086,pidem_f1b7895edf5e2d23,,2026-07-25T12:15:40+05:30,2026-07-25T12:17:00+05:30,2026-07-25T12:15:00+05:30,2026-08-18T10:00:00+05:30
pay_190c750b,bkg_0ecc507f,upi,authorised,8089.00,0.00,0.00,INR,mock_0ecc507f,pidem_649b64dfc56fbd54,,2026-06-21T18:30:40+05:30,,2026-06-21T18:30:00+05:30,2026-08-18T10:00:00+05:30
pay_c2f5eb25,bkg_8641b8d2,netbanking,captured,19442.86,19442.86,0.00,INR,mock_8641b8d2,pidem_2401ac9e8da2cb32,,2026-05-31T16:30:40+05:30,2026-05-31T16:32:00+05:30,2026-05-31T16:30:00+05:30,2026-08-18T10:00:00+05:30
pay_523b920a,bkg_a58a58c2,netbanking,captured,27216.52,27216.52,0.00,INR,mock_a58a58c2,pidem_521ad50d62c90aa9,,2026-07-16T00:00:40+05:30,2026-07-16T00:02:00+05:30,2026-07-16T00:00:00+05:30,2026-08-18T10:00:00+05:30
pay_eb5ce0f6,bkg_77bf106d,card,refunded,5488.56,5488.56,5488.56,INR,mock_77bf106d,pidem_b7cd618d89a617bd,,2026-06-22T19:30:40+05:30,2026-06-22T19:32:00+05:30,2026-06-22T19:30:00+05:30,2026-08-18T10:00:00+05:30
pay_c5092c78,bkg_76ce1c52,card,refunded,4375.71,4375.71,4375.71,INR,mock_76ce1c52,pidem_7aca0726ec487d57,,2026-07-22T22:45:40+05:30,2026-07-22T22:47:00+05:30,2026-07-22T22:45:00+05:30,2026-08-18T10:00:00+05:30
pay_8d4d0d63,bkg_1629471f,mock,captured,15231.13,15231.13,0.00,INR,mock_1629471f,pidem_a2bbef080614eaba,,2026-07-23T09:45:40+05:30,2026-07-23T09:47:00+05:30,2026-07-23T09:45:00+05:30,2026-08-18T10:00:00+05:30
pay_bb834e03,bkg_a7f7aaf1,card,captured,33000.24,33000.24,0.00,THB,mock_a7f7aaf1,pidem_6079f71b37acac11,,2026-06-24T13:15:40+05:30,2026-06-24T13:17:00+05:30,2026-06-24T13:15:00+05:30,2026-08-18T10:00:00+05:30
pay_88108848,bkg_3d497c8a,mock,refunded,4123.26,4123.26,4123.26,INR,mock_3d497c8a,pidem_c9ddd5f4237d9d39,,2026-05-27T04:00:40+05:30,2026-05-27T04:02:00+05:30,2026-05-27T04:00:00+05:30,2026-08-18T10:00:00+05:30
pay_5a4c5a11,bkg_684f07eb,card,initiated,14956.86,0.00,0.00,INR,mock_684f07eb,pidem_f6762e5963526eb7,,,,2026-05-02T04:00:00+05:30,2026-08-18T10:00:00+05:30
pay_70525029,bkg_5d9c9884,upi,initiated,22162530.33,0.00,0.00,IDR,mock_5d9c9884,pidem_f75ba751f37d07a7,,,,2026-05-09T11:00:00+05:30,2026-08-18T10:00:00+05:30
pay_d04cf72c,bkg_29b6eb90,card,captured,8478.72,8478.72,0.00,INR,mock_29b6eb90,pidem_0e9c328eb3a18c77,,2026-07-20T02:15:40+05:30,2026-07-20T02:17:00+05:30,2026-07-20T02:15:00+05:30,2026-08-18T10:00:00+05:30
pay_21a8af01,bkg_f2845b85,upi,captured,67793.85,67793.85,0.00,INR,mock_f2845b85,pidem_6bf8df2dd729c456,,2026-07-05T14:00:40+05:30,2026-07-05T14:02:00+05:30,2026-07-05T14:00:00+05:30,2026-08-18T10:00:00+05:30
pay_26f3a636,bkg_fbd88223,mock,captured,8544.07,8544.07,0.00,THB,mock_fbd88223,pidem_5c803a37ba8f2671,,2026-06-07T17:15:40+05:30,2026-06-07T17:17:00+05:30,2026-06-07T17:15:00+05:30,2026-08-18T10:00:00+05:30
pay_03bfd363,bkg_00af60b6,upi,captured,9302.41,9302.41,0.00,NPR,mock_00af60b6,pidem_ab149284f05d1830,,2026-07-11T15:15:40+05:30,2026-07-11T15:17:00+05:30,2026-07-11T15:15:00+05:30,2026-08-18T10:00:00+05:30
pay_a5d7b8d0,bkg_df43d228,upi,refunded,64663.24,64663.24,64663.24,INR,mock_df43d228,pidem_694af4b462ff8441,,2026-07-22T16:15:40+05:30,2026-07-22T16:17:00+05:30,2026-07-22T16:15:00+05:30,2026-08-18T10:00:00+05:30
pay_2c68bff2,bkg_1c03ac2e,upi,refunded,55378.19,55378.19,55378.19,INR,mock_1c03ac2e,pidem_d8aa1c19275e6994,,2026-08-07T19:15:40+05:30,2026-08-07T19:17:00+05:30,2026-08-07T19:15:00+05:30,2026-08-18T10:00:00+05:30
pay_9208fbef,bkg_c91c9f58,mock,captured,16482.57,16482.57,0.00,INR,mock_c91c9f58,pidem_9ddb4446feab0e7b,,2026-04-29T04:30:40+05:30,2026-04-29T04:32:00+05:30,2026-04-29T04:30:00+05:30,2026-08-18T10:00:00+05:30
pay_0f77f885,bkg_8a81c7b9,card,captured,22835.68,22835.68,0.00,INR,mock_8a81c7b9,pidem_1195543e7a9abef4,,2026-08-14T04:30:40+05:30,2026-08-14T04:32:00+05:30,2026-08-14T04:30:00+05:30,2026-08-18T10:00:00+05:30
pay_96464e25,bkg_44fc43f8,wallet,refunded,46689.17,46689.17,46689.17,THB,mock_44fc43f8,pidem_52ac4b6457542ba7,,2026-08-10T17:15:40+05:30,2026-08-10T17:17:00+05:30,2026-08-10T17:15:00+05:30,2026-08-18T10:00:00+05:30
pay_1f805bec,bkg_308486bd,card,refunded,21524.16,21524.16,21524.16,INR,mock_308486bd,pidem_0844ab6fcaa98489,,2026-05-18T04:30:40+05:30,2026-05-18T04:32:00+05:30,2026-05-18T04:30:00+05:30,2026-08-18T10:00:00+05:30
pay_26439094,bkg_a523e457,upi,refunded,49989.14,49989.14,49989.14,INR,mock_a523e457,pidem_e46f41e5b177ce7a,,2026-08-06T03:00:40+05:30,2026-08-06T03:02:00+05:30,2026-08-06T03:00:00+05:30,2026-08-18T10:00:00+05:30
pay_3aee2a17,bkg_10cc31f7,mock,captured,238450.61,238450.61,0.00,INR,mock_10cc31f7,pidem_50481ec6160e7984,,2026-05-02T14:30:40+05:30,2026-05-02T14:32:00+05:30,2026-05-02T14:30:00+05:30,2026-08-18T10:00:00+05:30
pay_6c734f6b,bkg_b9fd51e5,upi,captured,11396.45,11396.45,0.00,NPR,mock_b9fd51e5,pidem_db08c0847f8b3fd9,,2026-04-27T02:30:40+05:30,2026-04-27T02:32:00+05:30,2026-04-27T02:30:00+05:30,2026-08-18T10:00:00+05:30
pay_68102c9c,bkg_2954b3c9,card,captured,6197.02,6197.02,0.00,AED,mock_2954b3c9,pidem_e71dafb4f76d1514,,2026-08-04T01:45:40+05:30,2026-08-04T01:47:00+05:30,2026-08-04T01:45:00+05:30,2026-08-18T10:00:00+05:30
pay_4c6bf669,bkg_51a3ec1f,upi,refunded,18189.67,18189.67,18189.67,INR,mock_51a3ec1f,pidem_9c3ece23d6808ee5,,2026-04-25T17:15:40+05:30,2026-04-25T17:17:00+05:30,2026-04-25T17:15:00+05:30,2026-08-18T10:00:00+05:30
pay_90be877a,bkg_df956d7f,upi,captured,16763.17,16763.17,0.00,INR,mock_df956d7f,pidem_96fb161ff6fdc9a6,,2026-06-23T23:00:40+05:30,2026-06-23T23:02:00+05:30,2026-06-23T23:00:00+05:30,2026-08-18T10:00:00+05:30
pay_99f7cbc4,bkg_95fb39e2,upi,captured,876.44,876.44,0.00,AED,mock_95fb39e2,pidem_66f1ced367e461bf,,2026-07-27T07:30:40+05:30,2026-07-27T07:32:00+05:30,2026-07-27T07:30:00+05:30,2026-08-18T10:00:00+05:30
pay_8c658d28,bkg_a7015bda,mock,initiated,11620.92,0.00,0.00,INR,mock_a7015bda,pidem_006a612368b277ca,,,,2026-08-13T23:30:00+05:30,2026-08-18T10:00:00+05:30
pay_fdfc5028,bkg_68297e2e,card,captured,7300.35,7300.35,0.00,INR,mock_68297e2e,pidem_502a043f24eb2be7,,2026-06-11T18:30:40+05:30,2026-06-11T18:32:00+05:30,2026-06-11T18:30:00+05:30,2026-08-18T10:00:00+05:30
pay_062830c6,bkg_a5233099,card,captured,39050.19,39050.19,0.00,INR,mock_a5233099,pidem_4e3ebb15b25af210,,2026-04-24T17:00:40+05:30,2026-04-24T17:02:00+05:30,2026-04-24T17:00:00+05:30,2026-08-18T10:00:00+05:30
pay_f0c22a97,bkg_00486373,upi,captured,35975.36,35975.36,0.00,INR,mock_00486373,pidem_46028d1d62a199e4,,2026-06-21T21:45:40+05:30,2026-06-21T21:47:00+05:30,2026-06-21T21:45:00+05:30,2026-08-18T10:00:00+05:30
pay_b7623c33,bkg_291943b3,card,captured,19572.34,19572.34,0.00,INR,mock_291943b3,pidem_0006ab89c1338d87,,2026-05-24T22:00:40+05:30,2026-05-24T22:02:00+05:30,2026-05-24T22:00:00+05:30,2026-08-18T10:00:00+05:30
pay_4da716b3,bkg_7f546837,card,captured,18257.98,18257.98,0.00,INR,mock_7f546837,pidem_fcf8b44144fa152c,,2026-05-20T03:15:40+05:30,2026-05-20T03:17:00+05:30,2026-05-20T03:15:00+05:30,2026-08-18T10:00:00+05:30
pay_10fbb0f5,bkg_9ab9e4a1,upi,captured,5810.31,5810.31,0.00,LKR,mock_9ab9e4a1,pidem_972f129a711b5000,,2026-07-10T11:45:40+05:30,2026-07-10T11:47:00+05:30,2026-07-10T11:45:00+05:30,2026-08-18T10:00:00+05:30
pay_8a11e53e,bkg_3acc5457,upi,refunded,3596.21,3596.21,3596.21,INR,mock_3acc5457,pidem_11815eaf717343d6,,2026-06-29T17:45:40+05:30,2026-06-29T17:47:00+05:30,2026-06-29T17:45:00+05:30,2026-08-18T10:00:00+05:30
pay_2f169d83,bkg_374f058c,card,captured,10611.48,10611.48,0.00,INR,mock_374f058c,pidem_477908655131ffc0,,2026-04-23T20:30:40+05:30,2026-04-23T20:32:00+05:30,2026-04-23T20:30:00+05:30,2026-08-18T10:00:00+05:30
pay_205abc46,bkg_4563fc61,wallet,captured,31984.56,31984.56,0.00,INR,mock_4563fc61,pidem_159d6989e8f795e4,,2026-04-20T05:45:40+05:30,2026-04-20T05:47:00+05:30,2026-04-20T05:45:00+05:30,2026-08-18T10:00:00+05:30
pay_a1bc2160,bkg_659617fc,netbanking,captured,9357.68,9357.68,0.00,INR,mock_659617fc,pidem_bb92d27a0ad0899f,,2026-06-27T23:15:40+05:30,2026-06-27T23:17:00+05:30,2026-06-27T23:15:00+05:30,2026-08-18T10:00:00+05:30
pay_03dc5595,bkg_e922e2e8,upi,captured,6899.42,6899.42,0.00,INR,mock_e922e2e8,pidem_b073f54dedba9319,,2026-07-20T19:00:40+05:30,2026-07-20T19:02:00+05:30,2026-07-20T19:00:00+05:30,2026-08-18T10:00:00+05:30
pay_9fb6c002,bkg_8677df39,upi,captured,54625.72,54625.72,0.00,INR,mock_8677df39,pidem_f56d7c6a36b1b73d,,2026-05-24T08:30:40+05:30,2026-05-24T08:32:00+05:30,2026-05-24T08:30:00+05:30,2026-08-18T10:00:00+05:30
pay_1209f094,bkg_8944da86,upi,captured,124142.02,124142.02,0.00,INR,mock_8944da86,pidem_57f5cecf157b0c0e,,2026-08-13T10:45:40+05:30,2026-08-13T10:47:00+05:30,2026-08-13T10:45:00+05:30,2026-08-18T10:00:00+05:30
pay_ded7b773,bkg_ef46ffc1,upi,captured,15974.09,15974.09,0.00,SGD,mock_ef46ffc1,pidem_146001f05ff5a5f5,,2026-05-27T08:00:40+05:30,2026-05-27T08:02:00+05:30,2026-05-27T08:00:00+05:30,2026-08-18T10:00:00+05:30
pay_0e8eb9b9,bkg_928b9ed2,upi,refunded,7727.22,7727.22,7727.22,INR,mock_928b9ed2,pidem_1a5de674418a30bc,,2026-07-26T23:30:40+05:30,2026-07-26T23:32:00+05:30,2026-07-26T23:30:00+05:30,2026-08-18T10:00:00+05:30
pay_ba008814,bkg_d2bd507d,card,captured,33262.51,33262.51,0.00,INR,mock_d2bd507d,pidem_d3f0a1a9765e4fbf,,2026-04-23T12:45:40+05:30,2026-04-23T12:47:00+05:30,2026-04-23T12:45:00+05:30,2026-08-18T10:00:00+05:30
pay_651bb2e7,bkg_10ea4f22,wallet,refunded,38177.13,38177.13,38177.13,INR,mock_10ea4f22,pidem_3ff931177eaaf301,,2026-08-17T00:15:40+05:30,2026-08-17T00:17:00+05:30,2026-08-17T00:15:00+05:30,2026-08-18T10:00:00+05:30
pay_3a828ee7,bkg_569c72b7,netbanking,captured,11866.90,11866.90,0.00,INR,mock_569c72b7,pidem_efffe970dc9d1335,,2026-06-07T16:15:40+05:30,2026-06-07T16:17:00+05:30,2026-06-07T16:15:00+05:30,2026-08-18T10:00:00+05:30
pay_234ee661,bkg_30e7d689,card,captured,5407.57,5407.57,0.00,INR,mock_30e7d689,pidem_96a4682807b4b740,,2026-06-04T21:00:40+05:30,2026-06-04T21:02:00+05:30,2026-06-04T21:00:00+05:30,2026-08-18T10:00:00+05:30
pay_7c364243,bkg_1b9d30b2,upi,captured,45162.86,45162.86,0.00,AED,mock_1b9d30b2,pidem_84d94e257aa0265f,,2026-05-09T13:15:40+05:30,2026-05-09T13:17:00+05:30,2026-05-09T13:15:00+05:30,2026-08-18T10:00:00+05:30
pay_dd8506a6,bkg_fafde146,mock,refunded,35400.56,35400.56,35400.56,INR,mock_fafde146,pidem_b10c7ab1cbf7b212,,2026-07-19T13:30:40+05:30,2026-07-19T13:32:00+05:30,2026-07-19T13:30:00+05:30,2026-08-18T10:00:00+05:30
pay_d93e609b,bkg_802b25f7,upi,captured,35969.09,35969.09,0.00,INR,mock_802b25f7,pidem_b062f5cbbf8b0f94,,2026-06-30T13:00:40+05:30,2026-06-30T13:02:00+05:30,2026-06-30T13:00:00+05:30,2026-08-18T10:00:00+05:30
pay_68e8e474,bkg_b1f4436c,card,authorised,3396.20,0.00,0.00,INR,mock_b1f4436c,pidem_da37423a8cc6f7b7,,2026-05-09T05:30:40+05:30,,2026-05-09T05:30:00+05:30,2026-08-18T10:00:00+05:30
pay_5084fc68,bkg_e03b2be6,card,captured,5489.37,5489.37,0.00,INR,mock_e03b2be6,pidem_64585be3133a2a74,,2026-05-07T19:15:40+05:30,2026-05-07T19:17:00+05:30,2026-05-07T19:15:00+05:30,2026-08-18T10:00:00+05:30
pay_601eb796,bkg_488d9827,netbanking,failed,6583.89,0.00,0.00,NPR,mock_488d9827,pidem_1e5fb1fe1712b6a6,idempotency_conflict,2026-05-09T18:30:40+05:30,,2026-05-09T18:30:00+05:30,2026-08-18T10:00:00+05:30
pay_80a604a9,bkg_58cd1026,netbanking,refunded,15117.45,15117.45,15117.45,INR,mock_58cd1026,pidem_d366aa67fca5c7ce,,2026-07-07T05:00:40+05:30,2026-07-07T05:02:00+05:30,2026-07-07T05:00:00+05:30,2026-08-18T10:00:00+05:30
pay_7fb41088,bkg_e2896b74,upi,captured,11523.08,11523.08,0.00,INR,mock_e2896b74,pidem_d642d17b4673d630,,2026-06-05T14:30:40+05:30,2026-06-05T14:32:00+05:30,2026-06-05T14:30:00+05:30,2026-08-18T10:00:00+05:30
pay_e5f75cf7,bkg_c86bda9a,upi,captured,10003.56,10003.56,0.00,INR,mock_c86bda9a,pidem_21d9f817d8775c32,,2026-06-16T18:00:40+05:30,2026-06-16T18:02:00+05:30,2026-06-16T18:00:00+05:30,2026-08-18T10:00:00+05:30
pay_ea22c519,bkg_776b7510,mock,captured,17827.90,17827.90,0.00,INR,mock_776b7510,pidem_4417eb9740168947,,2026-08-06T20:00:40+05:30,2026-08-06T20:02:00+05:30,2026-08-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
pay_c81aaed0,bkg_d670bf78,upi,captured,3957.80,3957.80,0.00,INR,mock_d670bf78,pidem_9d6893c45d11d918,,2026-05-12T19:45:40+05:30,2026-05-12T19:47:00+05:30,2026-05-12T19:45:00+05:30,2026-08-18T10:00:00+05:30
pay_8edaf443,bkg_b24f4b74,card,captured,26765.54,26765.54,0.00,INR,mock_b24f4b74,pidem_5cf8a87abb1e58e2,,2026-07-14T06:30:40+05:30,2026-07-14T06:32:00+05:30,2026-07-14T06:30:00+05:30,2026-08-18T10:00:00+05:30
pay_d0499c85,bkg_60def451,netbanking,captured,6305.44,6305.44,0.00,INR,mock_60def451,pidem_be085f2179ab4976,,2026-07-01T18:00:40+05:30,2026-07-01T18:02:00+05:30,2026-07-01T18:00:00+05:30,2026-08-18T10:00:00+05:30
pay_18a7ff93,bkg_dcbacaf5,upi,captured,14212.49,14212.49,0.00,INR,mock_dcbacaf5,pidem_4bacd79a33e8737a,,2026-06-17T01:30:40+05:30,2026-06-17T01:32:00+05:30,2026-06-17T01:30:00+05:30,2026-08-18T10:00:00+05:30
pay_d80e6d65,bkg_328182f0,mock,captured,1740.17,1740.17,0.00,INR,mock_328182f0,pidem_d8ce3863b0c21644,,2026-08-01T23:30:40+05:30,2026-08-01T23:32:00+05:30,2026-08-01T23:30:00+05:30,2026-08-18T10:00:00+05:30
pay_ed4c0df5,bkg_34957b9b,upi,captured,2673.20,2673.20,0.00,INR,mock_34957b9b,pidem_1a1d30ab97bfdbde,,2026-06-21T03:00:40+05:30,2026-06-21T03:02:00+05:30,2026-06-21T03:00:00+05:30,2026-08-18T10:00:00+05:30
pay_0937bb53,bkg_87c4d0c4,card,captured,16953.44,16953.44,0.00,MVR,mock_87c4d0c4,pidem_7e4252d74470a62f,,2026-06-25T18:15:40+05:30,2026-06-25T18:17:00+05:30,2026-06-25T18:15:00+05:30,2026-08-18T10:00:00+05:30
pay_79927142,bkg_3ac16db9,card,captured,18743.93,18743.93,0.00,INR,mock_3ac16db9,pidem_d653041338feb678,,2026-06-15T20:00:40+05:30,2026-06-15T20:02:00+05:30,2026-06-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
pay_7a8fe14a,bkg_d28055ed,upi,captured,40467.26,40467.26,0.00,INR,mock_d28055ed,pidem_24c771163cb47f43,,2026-05-31T06:30:40+05:30,2026-05-31T06:32:00+05:30,2026-05-31T06:30:00+05:30,2026-08-18T10:00:00+05:30
pay_49f7362d,bkg_11f23f11,wallet,captured,9510.36,9510.36,0.00,NPR,mock_11f23f11,pidem_f6e35ecd2f3b9024,,2026-06-12T03:00:40+05:30,2026-06-12T03:02:00+05:30,2026-06-12T03:00:00+05:30,2026-08-18T10:00:00+05:30
pay_1cb9613c,bkg_295daf83,upi,refunded,10674.37,10674.37,10674.37,NPR,mock_295daf83,pidem_12bdcd80ca497991,,2026-08-17T20:45:40+05:30,2026-08-17T20:47:00+05:30,2026-08-17T20:45:00+05:30,2026-08-18T10:00:00+05:30
pay_c1899aa7,bkg_2fc39ec6,card,initiated,83080.84,0.00,0.00,INR,mock_2fc39ec6,pidem_3f67822872936a8e,,,,2026-05-15T14:00:00+05:30,2026-08-18T10:00:00+05:30
pay_89f9c1b2,bkg_f93637f6,mock,captured,19334.59,19334.59,0.00,INR,mock_f93637f6,pidem_2fa96551f9434006,,2026-07-06T05:15:40+05:30,2026-07-06T05:17:00+05:30,2026-07-06T05:15:00+05:30,2026-08-18T10:00:00+05:30
pay_3de97934,bkg_76fa2982,card,captured,107163.08,107163.08,0.00,INR,mock_76fa2982,pidem_e37d9c0c31640d04,,2026-07-20T21:45:40+05:30,2026-07-20T21:47:00+05:30,2026-07-20T21:45:00+05:30,2026-08-18T10:00:00+05:30
pay_73aadb7f,bkg_70931c84,card,captured,16373.54,16373.54,0.00,INR,mock_70931c84,pidem_7c35a00c0e8ac384,,2026-05-22T18:30:40+05:30,2026-05-22T18:32:00+05:30,2026-05-22T18:30:00+05:30,2026-08-18T10:00:00+05:30
pay_d9047cb9,bkg_97b9b223,upi,captured,9155.51,9155.51,0.00,INR,mock_97b9b223,pidem_f43718945e65cb30,,2026-08-16T13:00:40+05:30,2026-08-16T13:02:00+05:30,2026-08-16T13:00:00+05:30,2026-08-18T10:00:00+05:30
pay_2d73aec6,bkg_ea87a153,upi,captured,29339.59,29339.59,0.00,MVR,mock_ea87a153,pidem_36d9bf0bef4dcc31,,2026-05-23T16:30:40+05:30,2026-05-23T16:32:00+05:30,2026-05-23T16:30:00+05:30,2026-08-18T10:00:00+05:30
pay_6b66924c,bkg_18de3df4,netbanking,initiated,67868.53,0.00,0.00,INR,mock_18de3df4,pidem_d98dc1cd146920ac,,,,2026-07-21T18:45:00+05:30,2026-08-18T10:00:00+05:30
pay_cc22939f,bkg_8082e2d9,card,captured,14899.38,14899.38,0.00,IDR,mock_8082e2d9,pidem_ab54317bba829e3b,,2026-08-15T05:45:40+05:30,2026-08-15T05:47:00+05:30,2026-08-15T05:45:00+05:30,2026-08-18T10:00:00+05:30
pay_382ac6c8,bkg_8643f024,card,captured,27458.68,27458.68,0.00,INR,mock_8643f024,pidem_ad8db8ccd7b45e63,,2026-06-22T02:15:40+05:30,2026-06-22T02:17:00+05:30,2026-06-22T02:15:00+05:30,2026-08-18T10:00:00+05:30
pay_32fc14af,bkg_7b220428,mock,captured,243.49,243.49,0.00,SGD,mock_7b220428,pidem_eb0d2e4e7f2549be,,2026-06-01T23:45:40+05:30,2026-06-01T23:47:00+05:30,2026-06-01T23:45:00+05:30,2026-08-18T10:00:00+05:30
pay_c987f7a7,bkg_b52d79ba,upi,captured,23698.14,23698.14,0.00,INR,mock_b52d79ba,pidem_cfc436611abcfeac,,2026-07-02T02:00:40+05:30,2026-07-02T02:02:00+05:30,2026-07-02T02:00:00+05:30,2026-08-18T10:00:00+05:30
pay_5239cc7f,bkg_81de8b23,card,failed,94199.12,0.00,0.00,INR,mock_81de8b23,pidem_288908c5f61655d2,idempotency_conflict,2026-06-01T16:30:40+05:30,,2026-06-01T16:30:00+05:30,2026-08-18T10:00:00+05:30
pay_bc2c0459,bkg_bc18e90e,card,refunded,6331.20,6331.20,6331.20,CHF,mock_bc18e90e,pidem_2de563523d1598bc,,2026-07-07T08:30:40+05:30,2026-07-07T08:32:00+05:30,2026-07-07T08:30:00+05:30,2026-08-18T10:00:00+05:30
pay_b297c2c6,bkg_5e7b9fa4,netbanking,refunded,21146.18,21146.18,21146.18,INR,mock_5e7b9fa4,pidem_70df1a7ddb18ebc9,,2026-08-09T04:45:40+05:30,2026-08-09T04:47:00+05:30,2026-08-09T04:45:00+05:30,2026-08-18T10:00:00+05:30
pay_6349f3f4,bkg_e552465d,upi,captured,6159.89,6159.89,0.00,NPR,mock_e552465d,pidem_323fe1d94260c6c6,,2026-07-11T21:15:40+05:30,2026-07-11T21:17:00+05:30,2026-07-11T21:15:00+05:30,2026-08-18T10:00:00+05:30
pay_de3dae7d,bkg_4b349c64,mock,captured,4221.41,4221.41,0.00,INR,mock_4b349c64,pidem_aa469a173f43c9d0,,2026-06-11T19:45:40+05:30,2026-06-11T19:47:00+05:30,2026-06-11T19:45:00+05:30,2026-08-18T10:00:00+05:30
pay_44a16ed9,bkg_882daaa3,upi,authorised,8163.66,0.00,0.00,INR,mock_882daaa3,pidem_46f13c048066d268,,2026-06-04T05:45:40+05:30,,2026-06-04T05:45:00+05:30,2026-08-18T10:00:00+05:30
pay_8e022702,bkg_61486b05,card,failed,42669.65,0.00,0.00,INR,mock_61486b05,pidem_96ed7c3249cf4a9e,idempotency_conflict,2026-04-21T13:45:40+05:30,,2026-04-21T13:45:00+05:30,2026-08-18T10:00:00+05:30
pay_6313b5f1,bkg_63722f33,netbanking,captured,10220.48,10220.48,0.00,THB,mock_63722f33,pidem_3b07d7395fd7af15,,2026-05-12T19:30:40+05:30,2026-05-12T19:32:00+05:30,2026-05-12T19:30:00+05:30,2026-08-18T10:00:00+05:30
pay_0a606686,bkg_4a1db998,upi,captured,19125.67,19125.67,0.00,INR,mock_4a1db998,pidem_af0197cca1f74850,,2026-05-03T09:45:40+05:30,2026-05-03T09:47:00+05:30,2026-05-03T09:45:00+05:30,2026-08-18T10:00:00+05:30
pay_b1f2710b,bkg_e9c05610,card,captured,72010.78,72010.78,0.00,INR,mock_e9c05610,pidem_49bd206e1d1006b4,,2026-05-15T17:45:40+05:30,2026-05-15T17:47:00+05:30,2026-05-15T17:45:00+05:30,2026-08-18T10:00:00+05:30
pay_efddfd32,bkg_12d99074,netbanking,captured,18914.09,18914.09,0.00,THB,mock_12d99074,pidem_ff02361654eec287,,2026-07-24T19:15:40+05:30,2026-07-24T19:17:00+05:30,2026-07-24T19:15:00+05:30,2026-08-18T10:00:00+05:30
pay_b9dfbabc,bkg_6f493ac7,upi,captured,53334.60,53334.60,0.00,INR,mock_6f493ac7,pidem_ceb1f8b3309497bf,,2026-06-30T12:45:40+05:30,2026-06-30T12:47:00+05:30,2026-06-30T12:45:00+05:30,2026-08-18T10:00:00+05:30
pay_1dea2cfd,bkg_d9794526,card,captured,8770.44,8770.44,0.00,INR,mock_d9794526,pidem_807d1522074732ec,,2026-06-10T14:15:40+05:30,2026-06-10T14:17:00+05:30,2026-06-10T14:15:00+05:30,2026-08-18T10:00:00+05:30
pay_57161599,bkg_cac83d8e,upi,captured,5795.98,5795.98,0.00,INR,mock_cac83d8e,pidem_2c053a28b70268ce,,2026-06-05T16:45:40+05:30,2026-06-05T16:47:00+05:30,2026-06-05T16:45:00+05:30,2026-08-18T10:00:00+05:30
pay_a155cef4,bkg_e6972770,upi,captured,11701.29,11701.29,0.00,INR,mock_e6972770,pidem_069e67209e198f89,,2026-08-10T11:30:40+05:30,2026-08-10T11:32:00+05:30,2026-08-10T11:30:00+05:30,2026-08-18T10:00:00+05:30
